Date,Time,Country,Competition,Season,HomeTeam,AwayTeam,Match_Status,URL,Is_Knockout,Went_To_ET,Match_Winner_Final,FT_HomeScore,FT_AwayScore,HT_HomeScore,HT_AwayScore,SH_HomeScore,SH_AwayScore,ET_HomeScore,ET_AwayScore,Penalties_HomeScore,Penalties_AwayScore,FT_HomeOdds,FT_DrawOdds,FT_AwayOdds,1H_HomeOdds,1H_DrawOdds,1H_AwayOdds,SH_HomeOdds,SH_DrawOdds,SH_AwayOdds,OU05_Over,OU05_Under,OU15_Over,OU15_Under,OU25_Over,OU25_Under,OU35_Over,OU35_Under,OU45_Over,OU45_Under,OU55_Over,OU55_Under,BTTS_Yes,BTTS_No,BTTS_1H_Yes,BTTS_1H_No,BTTS_2H_Yes,BTTS_2H_No,DNB_Home,DNB_Away,DC_FT_1X,DC_FT_12,DC_FT_X2,DC_1H_1X,DC_1H_12,DC_1H_X2,DC_2H_1X,DC_2H_12,DC_2H_X2
25 Apr 2026,05:00,England,Premier League,2025/2026,Sunderland,Nottingham,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/nottingham-sunderland-0AH7bYWj/,No,No,Away,0.0,5.0,0.0,4.0,0.0,1.0,,,,,2.63,3.1,2.8,3.25,2.05,3.5,2.88,2.3,3.0,1.08,8.0,1.4,3.0,2.3,1.62,4.33,1.22,9.0,1.07,19.0,1.02,1.91,1.91,5.5,1.14,3.75,1.25,1.8,1.91,1.4,1.36,1.44,1.29,1.73,1.33,1.3,1.53,1.34
23 Apr 2026,05:00,England,Premier League,2025/2026,Bournemouth,Leeds,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/bournemouth-leeds-Khyh433C/,No,No,Draw,2.0,2.0,0.0,0.0,2.0,2.0,,,,,1.8,3.9,4.1,2.3,2.5,4.33,2.1,2.75,3.75,1.03,15.0,1.17,5.0,1.57,2.38,2.38,1.57,4.33,1.22,8.0,1.08,1.53,2.38,3.75,1.25,2.75,1.4,1.33,3.25,1.22,1.25,1.95,1.2,1.5,1.57,1.21,1.37,1.64
23 Apr 2026,05:00,England,Premier League,2025/2026,Burnley,Manchester City,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/burnley-manchester-city-6mtC9buh/,No,No,Away,0.0,1.0,0.0,1.0,0.0,0.0,,,,,15.0,8.5,1.14,12.0,3.25,1.44,9.5,3.75,1.33,1.01,21.0,1.11,6.5,1.36,3.2,1.91,1.91,3.2,1.36,5.0,1.17,2.0,1.75,4.5,1.18,3.5,1.29,13.0,1.04,5.5,1.08,1.03,2.63,1.33,1.01,3.04,1.18,
22 Apr 2026,05:00,England,Premier League,2025/2026,Brighton,Chelsea,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/brighton-chelsea-jubPoemo/,No,No,Home,3.0,0.0,1.0,0.0,2.0,0.0,,,,,2.25,3.6,3.0,2.88,2.2,3.6,2.6,2.5,3.2,1.05,11.0,1.29,3.75,1.91,1.91,3.4,1.33,6.0,1.13,13.0,1.04,1.7,2.05,4.33,1.2,3.25,1.33,1.62,2.2,1.36,1.29,1.62,1.29,1.62,1.4,1.27,1.46,1.44
21 Apr 2026,05:00,England,Premier League,2025/2026,Crystal Palace,West Ham,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/crystal-palace-west-ham-pbPN0UdK/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.63,3.25,2.7,3.2,2.2,3.2,2.75,2.5,2.88,1.05,11.0,1.25,4.0,1.85,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.62,2.2,4.33,1.2,3.0,1.36,1.83,1.83,1.44,1.33,1.44,1.36,1.62,1.36,1.34,1.44,1.37
20 Apr 2026,01:30,England,Premier League,2025/2026,Manchester City,Arsenal,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/arsenal-manchester-city-U3M9iQJ6/,No,No,Home,2.0,1.0,1.0,1.0,1.0,0.0,,,,,1.85,3.7,4.1,2.4,2.25,4.5,2.2,2.5,4.0,1.05,11.0,1.29,3.75,1.93,1.93,3.4,1.33,6.0,1.13,13.0,1.04,1.8,1.95,4.5,1.18,3.4,1.3,1.36,3.0,1.22,1.29,1.91,1.17,1.57,1.53,1.19,1.46,1.62
19 Apr 2026,23:00,England,Premier League,2025/2026,Aston Villa,Sunderland,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/aston-villa-sunderland-xzTRt95l/,No,No,Home,4.0,3.0,2.0,1.0,2.0,2.0,,,,,1.75,3.6,5.0,2.3,2.25,5.0,2.05,2.5,4.33,1.06,10.0,1.3,3.5,1.98,1.88,3.4,1.33,6.5,1.11,13.0,1.04,1.8,1.95,5.0,1.17,3.5,1.29,1.29,3.5,1.17,1.29,2.0,1.14,1.57,1.57,1.15,1.44,1.66
19 Apr 2026,23:00,England,Premier League,2025/2026,Nottingham,Burnley,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/burnley-nottingham-hx84D7tQ/,No,No,Home,4.0,1.0,0.0,1.0,4.0,0.0,,,,,1.45,4.5,7.0,1.95,2.5,6.5,1.73,2.75,5.5,1.04,13.0,1.22,4.33,1.73,2.1,2.75,1.44,5.0,1.17,10.0,1.06,1.91,1.91,4.5,1.18,3.5,1.29,1.14,5.5,1.1,1.18,2.63,1.11,1.5,1.8,1.08,1.35,1.97
19 Apr 2026,23:00,England,Premier League,2025/2026,Everton,Liverpool,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/everton-liverpool-GtGge8Ks/,No,No,Away,1.0,2.0,0.0,1.0,1.0,1.0,,,,,3.2,3.4,2.25,3.6,2.25,2.88,3.1,2.5,2.6,1.05,11.0,1.25,4.0,1.83,2.03,3.0,1.4,5.5,1.14,11.0,1.05,1.62,2.2,4.33,1.2,3.0,1.36,2.25,1.57,1.62,1.3,1.36,1.4,1.57,1.29,1.46,1.44,1.27
19 Apr 2026,05:00,England,Premier League,2025/2026,Chelsea,Manchester Utd,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/chelsea-manchester-united-42nywR4D/,No,No,Away,0.0,1.0,0.0,1.0,0.0,0.0,,,,,2.05,3.8,3.2,2.6,2.5,3.5,2.38,2.75,3.1,1.02,17.0,1.14,5.5,1.5,2.63,2.2,1.67,4.0,1.25,6.5,1.11,1.44,2.63,3.5,1.29,2.5,1.5,1.53,2.38,1.36,1.25,1.73,1.29,1.5,1.5,1.29,1.38,1.56
19 Apr 2026,02:30,England,Premier League,2025/2026,Tottenham,Brighton,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/brighton-tottenham-xAqy8o4m/,No,No,Draw,2.0,2.0,1.0,1.0,1.0,1.0,,,,,3.0,3.9,2.15,3.5,2.38,2.75,3.1,2.63,2.4,1.03,15.0,1.2,4.5,1.62,2.3,2.63,1.5,4.5,1.2,9.0,1.07,1.53,2.38,3.75,1.25,2.75,1.4,2.2,1.62,1.67,1.25,1.36,1.4,1.53,1.29,1.46,1.4,1.3
19 Apr 2026,00:00,England,Premier League,2025/2026,Newcastle,Bournemouth,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/bournemouth-newcastle-utd-QVFIk4lJ/,No,No,Away,1.0,2.0,0.0,1.0,1.0,1.0,,,,,2.2,3.7,3.0,2.75,2.5,3.25,2.5,2.75,2.88,1.03,15.0,1.17,5.0,1.53,2.5,2.3,1.62,4.0,1.25,7.0,1.1,1.44,2.63,3.5,1.29,2.5,1.5,1.62,2.2,1.36,1.29,1.67,1.33,1.5,1.4,1.31,1.37,1.48
19 Apr 2026,00:00,England,Premier League,2025/2026,Leeds,Wolves,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/leeds-wolves-djO1gnkf/,No,No,Home,3.0,0.0,2.0,0.0,1.0,0.0,,,,,1.5,4.2,6.5,2.0,2.38,6.5,1.8,2.63,5.5,1.04,12.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.95,1.8,5.0,1.17,3.5,1.29,1.17,5.0,1.11,1.22,2.5,1.1,1.53,1.73,1.1,1.38,1.89
18 Apr 2026,21:30,England,Premier League,2025/2026,Brentford,Fulham,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/brentford-fulham-dxqTvmz1/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.95,3.8,3.6,2.5,2.4,4.0,2.2,2.63,3.5,1.03,15.0,1.2,4.5,1.62,2.3,2.5,1.53,4.5,1.2,9.0,1.07,1.57,2.25,3.75,1.25,2.75,1.4,1.44,2.63,1.29,1.25,1.8,1.22,1.53,1.5,1.25,1.38,1.56
14 Apr 2026,05:00,England,Premier League,2025/2026,Manchester Utd,Leeds,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/leeds-manchester-united-dG7hS9je/,No,No,Away,1.0,2.0,0.0,2.0,1.0,0.0,,,,,1.62,4.1,5.25,2.1,2.4,5.0,1.91,2.75,4.5,1.04,13.0,1.2,4.5,1.67,2.2,2.63,1.5,4.5,1.2,10.0,1.06,1.7,2.05,4.33,1.2,3.25,1.33,1.22,4.0,1.17,1.22,2.25,1.14,1.53,1.67,1.17,1.39,1.77
13 Apr 2026,01:30,England,Premier League,2025/2026,Chelsea,Manchester City,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/chelsea-manchester-city-bLP5yET8/,No,No,Away,0.0,3.0,0.0,0.0,0.0,3.0,,,,,3.6,3.9,1.91,3.75,2.5,2.4,3.4,2.75,2.2,1.02,17.0,1.17,5.0,1.53,2.5,2.3,1.62,4.0,1.25,7.0,1.1,1.5,2.5,3.5,1.29,2.63,1.44,2.63,1.44,1.83,1.25,1.29,1.53,1.5,1.25,1.61,1.38,1.26
12 Apr 2026,23:00,England,Premier League,2025/2026,Nottingham,Aston Villa,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/aston-villa-nottingham-IVe1QmL7/,No,No,Draw,1.0,1.0,1.0,1.0,0.0,0.0,,,,,2.3,3.4,3.0,2.88,2.25,3.5,2.6,2.5,3.0,1.04,12.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.62,2.2,4.33,1.2,3.0,1.36,1.62,2.2,1.36,1.3,1.57,1.29,1.57,1.4,1.29,1.44,1.43
12 Apr 2026,23:00,England,Premier League,2025/2026,Crystal Palace,Newcastle,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/crystal-palace-newcastle-utd-WYNDZibL/,No,No,Home,2.0,1.0,0.0,1.0,2.0,0.0,,,,,3.0,3.3,2.4,3.4,2.2,3.0,3.0,2.4,2.75,1.06,10.0,1.29,3.75,1.91,1.91,3.2,1.36,6.0,1.13,13.0,1.04,1.7,2.05,4.33,1.2,3.25,1.33,2.0,1.73,1.53,1.33,1.36,1.36,1.62,1.3,1.4,1.46,1.31
12 Apr 2026,23:00,England,Premier League,2025/2026,Sunderland,Tottenham,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/sunderland-tottenham-pxlmliDE/,No,No,Home,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2.9,3.2,2.55,3.25,2.25,3.0,2.88,2.5,2.75,1.05,11.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.62,2.2,4.33,1.2,3.0,1.36,2.0,1.73,1.5,1.36,1.4,1.36,1.57,1.33,1.38,1.44,1.33
12 Apr 2026,02:30,England,Premier League,2025/2026,Liverpool,Fulham,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/fulham-liverpool-jJ4pUVLr/,No,No,Home,2.0,0.0,2.0,0.0,0.0,0.0,,,,,1.75,4.1,4.2,2.25,2.5,4.33,2.05,2.75,3.75,1.02,19.0,1.14,5.5,1.5,2.63,2.2,1.67,4.0,1.25,7.0,1.1,1.5,2.5,3.5,1.29,2.63,1.44,1.33,3.25,1.22,1.22,2.0,1.2,1.5,1.57,1.19,1.35,1.71
12 Apr 2026,00:00,England,Premier League,2025/2026,Brentford,Everton,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/brentford-everton-AoUBFW6k/,No,No,Draw,2.0,2.0,1.0,1.0,1.0,1.0,,,,,2.1,3.4,3.5,2.75,2.25,3.75,2.4,2.5,3.4,1.05,11.0,1.29,3.75,1.91,1.91,3.2,1.36,6.0,1.13,13.0,1.04,1.7,2.05,4.33,1.2,3.25,1.33,1.5,2.5,1.29,1.3,1.7,1.25,1.57,1.4,1.25,1.44,1.49
12 Apr 2026,00:00,England,Premier League,2025/2026,Burnley,Brighton,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/brighton-burnley-rDsJDAy2/,No,No,Away,0.0,2.0,0.0,1.0,0.0,1.0,,,,,5.25,4.2,1.57,5.5,2.4,2.1,4.75,2.75,1.91,1.04,13.0,1.2,4.5,1.67,2.2,2.63,1.5,5.0,1.17,10.0,1.06,1.75,2.0,4.33,1.2,3.25,1.33,4.0,1.22,2.3,1.22,1.17,1.67,1.53,1.13,1.78,1.38,1.13
11 Apr 2026,21:30,England,Premier League,2025/2026,Arsenal,Bournemouth,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/arsenal-bournemouth-jcHwYvNG/,No,No,Away,1.0,2.0,1.0,1.0,0.0,1.0,,,,,1.44,4.33,7.0,1.95,2.5,5.5,1.8,2.88,5.0,1.02,17.0,1.17,5.0,1.57,2.38,2.38,1.57,4.33,1.22,8.0,1.08,1.7,2.05,4.0,1.22,3.0,1.36,1.18,4.5,1.1,1.2,2.63,1.13,1.5,1.8,1.11,1.34,1.93
11 Apr 2026,05:00,England,Premier League,2025/2026,West Ham,Wolves,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/west-ham-wolves-t4sdnVsR/,No,No,Home,4.0,0.0,1.0,0.0,3.0,0.0,,,,,1.75,3.8,4.5,2.3,2.3,4.75,2.1,2.6,4.0,1.05,11.0,1.25,4.0,1.83,2.03,3.0,1.4,5.5,1.14,11.0,1.05,1.75,2.0,4.33,1.2,3.25,1.33,1.33,3.25,1.18,1.25,2.0,1.17,1.57,1.57,1.18,1.42,1.64
23 Mar 2026,01:15,England,Premier League,2025/2026,Aston Villa,West Ham,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/aston-villa-west-ham-U7CL8Og5/,No,No,Home,2.0,0.0,1.0,0.0,1.0,0.0,,,,,1.75,3.8,4.5,2.3,2.38,4.5,2.05,2.6,4.0,1.04,13.0,1.22,4.33,1.73,2.1,2.75,1.44,5.0,1.17,10.0,1.06,1.67,2.1,4.33,1.2,3.25,1.33,1.3,3.4,1.18,1.25,2.0,1.17,1.53,1.57,1.16,1.4,1.68
23 Mar 2026,01:15,England,Premier League,2025/2026,Tottenham,Nottingham,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/nottingham-tottenham-n5KMyNNi/,No,No,Away,0.0,3.0,0.0,1.0,0.0,2.0,,,,,2.35,3.4,3.0,3.0,2.1,3.6,2.63,2.38,3.2,1.07,9.0,1.33,3.4,2.1,1.73,3.75,1.29,7.0,1.1,15.0,1.03,1.8,1.95,5.0,1.17,3.5,1.29,1.62,2.2,1.36,1.3,1.57,1.29,1.67,1.36,1.28,1.49,1.4
22 Mar 2026,23:00,England,Premier League,2025/2026,Newcastle,Sunderland,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/newcastle-utd-sunderland-fBXzEJVp/,No,No,Away,1.0,2.0,1.0,0.0,0.0,2.0,,,,,1.55,4.2,5.75,2.05,2.4,5.5,1.83,2.75,5.0,1.04,13.0,1.22,4.33,1.67,2.2,2.75,1.44,5.0,1.17,10.0,1.06,1.75,2.0,4.33,1.2,3.25,1.33,1.2,4.33,1.14,1.22,2.38,1.13,1.53,1.73,1.11,1.36,1.87
22 Mar 2026,07:00,England,Premier League,2025/2026,Leeds,Brentford,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/brentford-leeds-UTmdL1wB/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.38,3.5,3.0,3.0,2.2,3.5,2.63,2.5,3.0,1.05,11.0,1.29,3.75,1.91,1.91,3.4,1.33,6.0,1.13,13.0,1.04,1.7,2.05,4.33,1.2,3.25,1.33,1.67,2.1,1.36,1.29,1.53,1.29,1.62,1.36,1.29,1.46,1.41
22 Mar 2026,04:30,England,Premier League,2025/2026,Everton,Chelsea,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/chelsea-everton-0lduPqvn/,No,No,Home,3.0,0.0,1.0,0.0,2.0,0.0,,,,,3.2,3.4,2.25,3.6,2.2,2.88,3.1,2.5,2.6,1.05,11.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.67,2.1,4.33,1.2,3.25,1.33,2.2,1.62,1.62,1.3,1.36,1.4,1.62,1.29,1.47,1.46,1.29
17 Mar 2026,07:00,England,Premier League,2025/2026,Brentford,Wolves,Finished,https://www.oddsportal.com/football/england/premier-league-2025-2026/brentford-wolves-0jR7cwU6/,No,No,Draw,2.0,2.0,2.0,1.0,0.0,1.0,,,,,1.53,4.33,5.75,2.0,2.5,5.5,1.83,2.75,5.0,1.04,13.0,1.22,4.33,1.67,2.2,2.75,1.44,5.0,1.17,10.0,1.06,1.75,2.0,4.33,1.2,3.25,1.33,1.2,4.33,1.14,1.2,2.38,1.13,1.5,1.73,1.12,1.36,1.86
